id_contrat,age_assure,anciennete_mois,garantie,nb_contrats_foyer,canal_souscription,mode_paiement,prime_annuelle,hausse_prime_pct,nb_sinistres_3ans,delai_reglement_moyen_jours,satisfaction_reglement,nb_contacts_reclamation_1an,nb_contacts_conseil_1an,score_nps,digital_engagement,resiliation
C114100,28,32,Auto,1,Comparateur en ligne,Annuel,297.79,8.6,1,31.1,6.4,0,1,4.2,0,0
C114101,51,84,Multi-garanties,1,Courtier,Mensuel,942.2,4.9,0,,,0,1,8.7,0,0
C114102,33,63,Auto,1,Comparateur en ligne,Mensuel,993.15,-3.7,0,,,0,1,3.8,0,0
C114103,49,26,Habitation,2,Courtier,Mensuel,263.24,6.7,0,,,0,0,8.1,0,0
C114104,30,24,Auto,1,Agence,Mensuel,446.49,7.3,1,20.0,3.9,0,1,6.0,0,0
C114105,19,50,Multi-garanties,3,Courtier,Mensuel,522.89,6.0,1,21.1,7.8,2,2,4.3,0,0
C114106,66,34,Multi-garanties,2,Agence,Mensuel,561.76,11.9,2,24.6,5.0,1,1,6.1,1,1
C114107,51,45,Auto,1,Courtier,Mensuel,1130.16,4.9,0,,,0,1,9.0,0,0
C114108,40,57,Auto+Habitation,1,Site web direct,Trimestriel,1025.91,11.8,0,,,0,0,10.0,0,0
C114109,37,72,Auto,1,Courtier,Mensuel,296.78,16.8,0,,,0,0,5.2,0,0
C114110,67,30,Multi-garanties,1,Site web direct,Mensuel,152.28,-0.8,0,,,1,0,4.8,1,1
C114111,54,19,Multi-garanties,3,Conseiller téléphonique,Annuel,519.44,6.6,1,27.8,7.6,0,0,7.0,1,0
C114112,62,85,Auto+Habitation,2,Agence,Mensuel,756.85,2.9,2,17.6,7.9,1,4,3.0,0,0
C114113,36,71,Auto,2,Courtier,Annuel,741.77,-2.5,0,,,0,1,4.9,1,0
C114114,46,52,Auto,3,Site web direct,Annuel,368.25,9.7,0,,,0,1,6.7,0,0
C114115,51,59,Santé,2,Courtier,Annuel,357.13,5.9,3,28.6,2.9,0,1,6.1,1,0
C114116,37,37,Habitation,1,Comparateur en ligne,Annuel,479.5,0.1,0,,,1,0,2.0,0,1
C114117,44,58,Habitation,1,Agence,Annuel,150.0,-5.0,1,4.8,10.0,0,2,7.1,1,0
C114118,36,94,Santé,1,Courtier,Trimestriel,1809.52,-1.8,3,3.0,6.3,0,0,8.5,1,0
C114119,51,17,Auto,1,Site web direct,Mensuel,239.63,-0.9,2,22.0,6.7,1,2,4.6,1,0
C114120,25,21,Santé,2,Courtier,Annuel,337.4,3.5,3,30.0,7.6,0,1,10.0,1,0
C114121,54,63,Auto,1,Conseiller téléphonique,Mensuel,538.44,8.0,3,11.7,3.5,0,3,7.1,0,0
C114122,50,5,Auto,1,Conseiller téléphonique,Mensuel,384.38,6.0,2,22.7,3.5,1,2,8.3,1,0
C114123,42,98,Santé,2,Courtier,Annuel,304.55,-1.8,1,31.0,6.3,1,0,8.6,0,0
C114124,52,111,Santé,2,Courtier,Annuel,718.16,0.7,1,16.0,6.8,0,1,6.5,0,0
C114125,40,19,Auto,2,Site web direct,Mensuel,577.57,13.9,0,,,0,1,5.6,0,1
C114126,35,19,Habitation,4,Conseiller téléphonique,Mensuel,1108.97,-1.3,1,14.6,5.4,0,1,10.0,1,0
C114127,53,2,Auto+Habitation,1,Site web direct,Annuel,817.58,1.7,1,9.2,6.1,1,0,8.4,1,0
C114128,54,19,Santé,3,Comparateur en ligne,Annuel,301.33,15.9,0,,,2,0,6.9,1,0
C114129,37,39,Habitation,1,Agence,Mensuel,558.87,1.9,2,12.4,7.1,0,1,5.3,1,0
C114130,36,8,Santé,4,Conseiller téléphonique,Annuel,461.22,-5.0,3,47.2,9.0,0,0,3.1,0,0
C114131,42,76,Auto,3,Site web direct,Mensuel,321.1,10.8,0,,,0,3,9.2,1,0
C114132,37,72,Habitation,2,Site web direct,Mensuel,1380.16,9.3,2,24.1,4.7,0,0,2.8,0,0
C114133,68,46,Auto+Habitation,2,Comparateur en ligne,Trimestriel,659.64,4.3,0,,,0,0,7.2,0,0
C114134,50,25,Auto+Habitation,1,Courtier,Mensuel,200.93,-1.2,0,,,2,1,4.3,1,0
C114135,45,22,Auto,1,Comparateur en ligne,Mensuel,951.35,12.0,0,,,0,2,10.0,1,0
C114136,31,61,Santé,3,Site web direct,Mensuel,395.59,13.2,0,,,0,0,8.0,1,0
C114137,56,88,Auto,1,Courtier,Annuel,685.56,3.4,0,,,1,0,7.0,0,0
C114138,36,25,Santé,4,Agence,Annuel,778.37,-0.5,2,16.5,6.0,0,2,7.6,0,0
C114139,35,89,Auto+Habitation,1,Agence,Mensuel,319.0,13.6,1,33.3,6.7,1,1,4.1,1,1
C114140,57,53,Multi-garanties,3,Courtier,Trimestriel,305.74,-2.3,2,12.2,5.1,1,0,5.6,0,0
C114141,51,91,Auto,3,Comparateur en ligne,Annuel,305.51,7.8,0,,,0,0,7.8,1,0
C114142,18,30,Auto,2,Agence,Annuel,895.35,15.9,0,,,1,0,4.5,1,0
C114143,43,13,Habitation,3,Agence,Mensuel,448.63,8.1,0,,,1,1,6.1,1,0
C114144,47,91,Auto,1,Comparateur en ligne,Mensuel,272.68,3.1,0,,,1,0,6.1,1,0
C114145,40,23,Habitation,2,Site web direct,Trimestriel,476.3,0.8,0,,,0,2,9.3,1,0
C114146,47,77,Auto,1,Agence,Mensuel,1171.79,6.1,0,,,1,2,4.1,0,0
C114147,18,5,Auto+Habitation,1,Courtier,Mensuel,212.31,-0.7,0,,,0,1,10.0,1,0
C114148,18,40,Santé,3,Site web direct,Trimestriel,467.96,6.1,0,,,0,0,6.6,0,0
C114149,30,53,Habitation,1,Site web direct,Mensuel,381.72,7.5,1,4.7,2.8,1,0,8.6,1,0
C114150,49,46,Santé,1,Site web direct,Annuel,816.35,2.4,1,27.1,3.6,1,0,5.1,1,0
C114151,18,46,Habitation,1,Courtier,Annuel,684.93,-0.9,1,28.5,7.3,2,3,2.8,1,1
C114152,32,36,Santé,2,Courtier,Mensuel,478.72,3.8,1,26.7,3.4,0,0,4.0,0,0
C114153,18,34,Habitation,2,Site web direct,Annuel,514.58,1.7,0,,,1,1,5.2,0,0
C114154,41,50,Habitation,3,Agence,Trimestriel,659.16,-5.0,1,38.3,3.2,0,2,7.8,1,0
C114155,74,86,Auto,2,Courtier,Mensuel,329.85,-0.1,0,,,0,3,9.0,0,0
C114156,42,23,Habitation,4,Conseiller téléphonique,Mensuel,757.56,-5.0,1,10.8,7.3,0,2,6.6,1,0
C114157,43,62,Habitation,3,Comparateur en ligne,Mensuel,150.0,0.8,0,,,0,1,2.9,1,0
C114158,58,14,Habitation,1,Agence,Trimestriel,765.46,-2.2,0,,,0,0,6.6,0,0
C114159,45,56,Multi-garanties,1,Site web direct,Trimestriel,1574.01,11.1,0,,,0,1,10.0,0,0
C114160,42,27,Auto,1,Agence,Annuel,845.92,7.3,1,23.6,3.0,0,1,5.9,1,0
C114161,59,20,Habitation,3,Courtier,Mensuel,792.94,6.0,1,7.0,7.7,0,0,8.7,1,0
C114162,52,49,Santé,1,Conseiller téléphonique,Mensuel,337.23,8.8,5,9.9,7.6,1,0,6.3,0,0
C114163,49,95,Auto,3,Comparateur en ligne,Annuel,290.9,14.2,0,,,0,3,9.8,0,0
C114164,43,18,Santé,2,Site web direct,Mensuel,201.11,-1.7,3,25.4,1.6,0,0,3.1,0,0
C114165,40,15,Santé,3,Conseiller téléphonique,Annuel,440.18,11.7,1,19.3,9.6,0,1,7.0,0,1
C114166,59,40,Multi-garanties,2,Agence,Mensuel,907.45,0.2,2,24.1,5.8,1,2,4.8,1,0
C114167,40,21,Santé,3,Agence,Annuel,431.09,12.0,0,,,0,2,8.7,0,0
C114168,63,41,Santé,4,Conseiller téléphonique,Annuel,450.33,-1.7,0,,,1,0,4.6,0,0
C114169,29,30,Auto+Habitation,3,Site web direct,Mensuel,534.79,7.0,2,26.3,5.1,0,0,7.5,0,0
C114170,67,15,Habitation,1,Comparateur en ligne,Annuel,186.55,7.9,0,,,2,1,10.0,0,0
C114171,52,23,Habitation,1,Site web direct,Mensuel,150.0,5.9,1,13.7,7.3,0,1,5.2,0,0
C114172,30,78,Auto+Habitation,2,Agence,Trimestriel,286.6,5.4,0,,,0,1,2.8,1,0
C114173,53,33,Santé,2,Courtier,Mensuel,1413.4,-1.4,3,29.6,3.1,0,2,9.2,1,0
C114174,35,39,Auto,2,Agence,Annuel,594.3,2.2,0,,,0,1,7.1,1,0
C114175,46,20,Auto+Habitation,1,Comparateur en ligne,Annuel,826.47,9.8,0,,,0,0,5.8,0,0
C114176,38,49,Habitation,2,Agence,Mensuel,427.22,1.1,0,,,0,0,4.4,0,0
C114177,43,64,Santé,3,Agence,Annuel,656.27,0.1,1,26.4,8.4,0,1,0.4,1,0
C114178,59,43,Habitation,2,Agence,Annuel,487.51,9.7,0,,,0,0,6.2,1,0
C114179,53,32,Santé,2,Agence,Annuel,645.11,0.4,1,12.8,4.3,0,2,10.0,0,0
C114180,28,72,Habitation,3,Comparateur en ligne,Mensuel,324.31,2.3,0,,,1,1,5.6,1,0
C114181,29,40,Auto,3,Comparateur en ligne,Mensuel,661.95,12.0,1,23.6,6.0,0,0,6.9,1,0
C114182,49,84,Habitation,1,Comparateur en ligne,Annuel,1891.45,-1.0,1,26.6,6.4,0,0,4.3,0,0
C114183,50,59,Auto,2,Conseiller téléphonique,Mensuel,262.61,7.1,0,,,4,0,9.3,0,0
C114184,35,31,Santé,1,Site web direct,Annuel,607.52,-1.6,4,28.2,7.6,1,1,4.2,0,1
C114185,69,10,Multi-garanties,4,Conseiller téléphonique,Annuel,556.23,-0.3,3,40.2,8.5,0,3,7.6,1,0
C114186,57,60,Auto+Habitation,1,Agence,Trimestriel,944.0,1.3,0,,,1,1,5.7,1,0
C114187,36,85,Multi-garanties,1,Site web direct,Mensuel,771.96,5.5,2,24.7,3.6,1,1,6.2,1,0
C114188,34,17,Habitation,2,Site web direct,Mensuel,367.5,7.3,1,34.8,8.8,0,0,4.9,1,0
C114189,42,37,Auto,1,Site web direct,Mensuel,344.06,-0.3,0,,,0,0,7.6,0,0
C114190,40,59,Auto,1,Agence,Mensuel,482.69,4.1,0,,,0,0,4.2,1,0
C114191,64,31,Habitation,2,Agence,Mensuel,306.72,0.3,0,,,1,2,6.1,1,1
C114192,60,40,Habitation,1,Comparateur en ligne,Annuel,1271.48,7.1,2,34.0,4.0,0,1,4.7,1,0
C114193,46,107,Habitation,1,Agence,Mensuel,729.08,4.3,0,,,0,1,7.5,1,1
C114194,55,48,Auto+Habitation,1,Site web direct,Mensuel,677.31,4.2,1,16.3,5.8,2,0,7.4,1,0
C114195,57,21,Auto,1,Site web direct,Annuel,230.9,1.5,0,,,0,1,6.9,0,0
C114196,46,40,Auto,4,Agence,Annuel,711.01,17.9,1,12.1,5.4,0,2,5.5,1,0
C114197,51,40,Multi-garanties,1,Comparateur en ligne,Mensuel,263.55,3.6,1,29.6,3.4,1,3,5.0,1,0
C114198,54,17,Santé,1,Comparateur en ligne,Mensuel,709.58,2.6,1,3.0,6.0,0,1,1.9,0,1
C114199,52,134,Habitation,2,Conseiller téléphonique,Annuel,1022.05,9.7,1,27.2,7.9,0,0,4.2,1,0
C114200,33,4,Auto,2,Courtier,Mensuel,800.48,15.7,0,,,0,1,7.5,0,0
C114201,35,11,Habitation,1,Courtier,Trimestriel,593.38,10.7,0,,,0,1,8.0,0,0
C114202,41,17,Auto+Habitation,2,Site web direct,Mensuel,1127.36,1.4,2,21.8,6.4,0,0,9.3,1,0
C114203,34,11,Multi-garanties,3,Agence,Annuel,221.15,7.1,0,,,0,0,9.2,1,0
C114204,23,7,Auto,1,Courtier,Mensuel,457.45,1.7,0,,,0,0,6.1,1,0
C114205,55,107,Auto+Habitation,2,Site web direct,Annuel,625.05,4.9,0,,,0,2,5.5,1,0
C114206,50,62,Auto,4,Site web direct,Mensuel,766.89,5.8,2,18.4,5.3,1,0,5.3,0,0
C114207,25,75,Auto+Habitation,3,Conseiller téléphonique,Annuel,642.69,3.6,0,,,0,2,8.0,1,0
C114208,41,30,Auto+Habitation,1,Courtier,Annuel,536.11,2.4,2,13.1,4.0,1,1,6.3,1,0
C114209,42,87,Habitation,2,Agence,Annuel,310.6,2.4,1,3.8,5.6,0,3,3.6,1,0
C114210,48,60,Santé,1,Courtier,Mensuel,460.15,8.1,2,7.1,4.4,0,3,5.7,1,0
C114211,29,29,Multi-garanties,3,Courtier,Mensuel,823.56,13.1,2,32.3,4.7,0,0,5.9,0,0
C114212,25,55,Santé,2,Comparateur en ligne,Annuel,368.57,7.5,0,,,2,1,6.0,1,0
C114213,53,12,Santé,2,Site web direct,Trimestriel,1430.16,16.6,1,9.4,5.0,0,1,5.9,1,0
C114214,22,50,Auto,1,Agence,Mensuel,1175.64,-1.5,0,,,0,2,8.3,0,0
C114215,42,35,Auto,3,Agence,Trimestriel,401.79,8.1,0,,,1,1,6.2,1,0
C114216,40,106,Auto,1,Conseiller téléphonique,Annuel,1058.09,7.7,1,28.3,4.0,0,1,5.5,1,0
C114217,43,78,Auto,2,Site web direct,Annuel,542.65,0.0,1,15.5,8.5,1,1,5.6,0,0
C114218,49,12,Auto,2,Conseiller téléphonique,Mensuel,969.19,1.0,0,,,1,0,8.5,1,0
C114219,69,19,Auto+Habitation,1,Site web direct,Mensuel,483.65,6.3,1,23.7,5.9,0,0,6.8,1,1
C114220,21,138,Auto,1,Agence,Mensuel,1066.81,3.7,2,18.8,6.5,0,2,6.5,1,0
C114221,58,29,Auto+Habitation,3,Courtier,Mensuel,384.45,-4.6,0,,,0,0,6.1,1,0
C114222,18,11,Multi-garanties,3,Site web direct,Annuel,221.17,-5.0,1,33.2,7.2,0,0,6.5,0,0
C114223,66,64,Habitation,3,Comparateur en ligne,Trimestriel,796.13,11.5,1,24.6,6.9,0,1,4.2,1,1
C114224,18,96,Auto,4,Comparateur en ligne,Annuel,342.08,13.9,1,6.9,6.4,0,1,9.9,1,0
C114225,82,33,Auto+Habitation,3,Site web direct,Mensuel,836.42,1.5,0,,,0,3,9.0,0,0
C114226,39,54,Multi-garanties,2,Agence,Mensuel,652.11,4.1,2,13.2,6.3,0,2,9.7,1,0
C114227,64,37,Auto,1,Conseiller téléphonique,Mensuel,363.91,5.3,0,,,0,0,6.6,1,0
C114228,61,65,Habitation,1,Courtier,Mensuel,442.17,1.7,0,,,0,0,3.9,1,0
C114229,38,21,Auto+Habitation,2,Conseiller téléphonique,Annuel,835.38,13.6,0,,,0,0,3.9,1,0
C114230,40,47,Auto,1,Courtier,Annuel,686.46,9.7,1,13.1,6.1,0,1,7.4,0,0
C114231,32,77,Habitation,1,Conseiller téléphonique,Mensuel,789.08,1.8,0,,,1,0,3.4,1,0
C114232,57,29,Auto,2,Site web direct,Annuel,396.78,3.6,0,,,0,0,7.7,1,0
C114233,39,73,Auto+Habitation,2,Courtier,Trimestriel,359.7,14.7,2,22.4,6.0,1,1,4.9,0,0
C114234,33,62,Auto,2,Agence,Annuel,434.75,11.4,1,22.3,4.6,0,3,8.1,1,0
C114235,53,15,Santé,2,Conseiller téléphonique,Mensuel,783.99,11.5,1,6.2,7.0,1,0,1.5,0,0
C114236,32,21,Santé,3,Agence,Trimestriel,901.82,0.8,2,10.4,4.1,0,0,9.5,0,0
C114237,40,68,Multi-garanties,2,Agence,Annuel,190.35,1.8,2,13.2,8.8,1,1,7.0,0,0
C114238,47,21,Auto,1,Courtier,Annuel,472.8,11.6,0,,,0,1,7.8,1,0
C114239,35,4,Habitation,2,Site web direct,Trimestriel,448.3,6.7,1,32.2,3.8,1,1,7.3,0,0
C114240,38,44,Auto+Habitation,2,Comparateur en ligne,Annuel,645.13,11.6,0,,,1,2,5.7,1,0
C114241,68,42,Santé,1,Comparateur en ligne,Trimestriel,727.91,4.5,1,42.3,7.3,1,0,6.6,1,0
C114242,42,65,Multi-garanties,1,Comparateur en ligne,Mensuel,413.89,8.2,0,,,0,2,10.0,0,0
C114243,40,91,Auto,2,Courtier,Mensuel,1637.28,0.5,0,,,0,0,5.1,0,0
C114244,42,42,Habitation,2,Site web direct,Mensuel,652.72,14.0,0,,,0,1,6.9,1,1
C114245,52,50,Auto+Habitation,2,Courtier,Mensuel,161.9,13.0,1,15.0,4.8,0,1,6.4,0,0
C114246,29,11,Habitation,1,Agence,Trimestriel,221.15,8.1,1,18.8,4.3,0,2,4.9,1,0
C114247,51,30,Auto,2,Agence,Mensuel,585.52,-5.0,0,,,0,1,8.5,0,0
C114248,49,162,Auto,1,Site web direct,Mensuel,321.77,4.7,0,,,0,0,2.2,1,1
C114249,18,58,Auto+Habitation,1,Courtier,Mensuel,859.98,8.9,1,23.3,7.9,1,1,6.5,1,0
C114250,72,94,Auto,1,Agence,Trimestriel,372.49,11.2,1,6.1,6.4,0,1,8.4,1,0
C114251,67,30,Auto,2,Conseiller téléphonique,Trimestriel,470.21,4.1,1,19.7,8.2,0,0,7.1,0,0
C114252,33,26,Habitation,2,Agence,Mensuel,767.27,3.5,0,,,1,0,7.5,1,0
C114253,28,26,Multi-garanties,1,Agence,Annuel,519.88,8.0,1,25.3,10.0,1,1,5.4,0,0
C114254,48,75,Santé,3,Agence,Mensuel,353.63,7.5,1,3.0,8.1,1,2,0.0,1,0
C114255,24,34,Habitation,3,Agence,Annuel,665.35,6.7,1,40.6,5.7,0,0,8.0,0,0
C114256,65,11,Multi-garanties,1,Site web direct,Annuel,185.25,-1.3,3,13.4,7.8,0,0,6.7,0,0
C114257,38,37,Auto,3,Courtier,Annuel,263.47,9.5,0,,,1,1,4.6,0,0
C114258,69,27,Auto,2,Agence,Annuel,503.46,17.0,0,,,0,0,10.0,1,0
C114259,33,79,Habitation,1,Site web direct,Trimestriel,462.85,9.1,1,23.8,3.2,0,0,4.1,1,0
C114260,43,133,Santé,2,Comparateur en ligne,Annuel,508.89,7.0,1,23.3,5.0,0,0,4.5,0,0
C114261,64,11,Auto+Habitation,1,Conseiller téléphonique,Mensuel,447.84,0.5,0,,,0,0,7.1,1,1
C114262,40,60,Santé,4,Conseiller téléphonique,Mensuel,426.07,9.8,1,30.2,9.3,0,1,6.9,0,0
C114263,49,86,Santé,2,Site web direct,Annuel,877.71,6.7,1,32.4,3.3,0,1,7.3,1,0
C114264,61,68,Santé,3,Agence,Trimestriel,733.91,8.9,1,18.2,8.7,0,1,9.0,1,0
C114265,37,27,Auto,2,Agence,Mensuel,404.33,-3.5,0,,,2,2,8.4,1,0
C114266,26,32,Auto+Habitation,3,Site web direct,Annuel,1281.59,10.8,2,25.9,6.1,0,0,10.0,0,0
C114267,23,41,Santé,1,Site web direct,Mensuel,580.18,3.1,3,13.3,8.4,1,2,5.0,0,0
C114268,54,23,Santé,2,Agence,Mensuel,379.5,13.0,1,25.2,3.4,0,0,9.1,1,0
C114269,51,47,Santé,1,Conseiller téléphonique,Annuel,686.47,11.4,1,22.8,8.8,1,0,2.9,1,0
C114270,61,98,Auto,3,Site web direct,Annuel,525.26,-1.6,0,,,0,0,3.1,1,0
C114271,41,59,Santé,1,Agence,Mensuel,643.29,8.3,1,29.1,6.3,0,1,10.0,0,0
C114272,24,8,Auto,2,Conseiller téléphonique,Trimestriel,819.02,3.8,0,,,0,2,8.9,1,0
C114273,18,37,Santé,2,Comparateur en ligne,Annuel,497.66,6.0,0,,,2,0,4.3,1,1
C114274,88,124,Auto+Habitation,1,Site web direct,Mensuel,1010.33,8.0,1,19.2,6.6,0,1,9.8,0,0
C114275,53,21,Auto,2,Comparateur en ligne,Mensuel,419.55,4.1,1,17.4,3.5,0,2,5.7,1,0
C114276,47,68,Habitation,1,Agence,Annuel,255.62,9.6,0,,,0,0,6.1,1,0
C114277,49,15,Santé,1,Comparateur en ligne,Mensuel,331.84,8.2,1,13.7,4.2,0,3,9.6,1,0
C114278,24,59,Santé,2,Courtier,Annuel,338.39,10.8,2,26.1,4.9,0,1,10.0,0,0
C114279,33,32,Auto,1,Site web direct,Annuel,341.13,4.9,1,33.7,5.4,1,3,6.3,0,0
C114280,71,106,Habitation,1,Conseiller téléphonique,Annuel,706.59,6.3,1,16.8,5.4,0,1,6.2,0,0
C114281,55,106,Auto,1,Agence,Mensuel,645.43,3.1,1,22.9,6.4,1,1,7.2,0,0
C114282,34,11,Auto+Habitation,2,Comparateur en ligne,Mensuel,276.88,-5.0,1,18.0,5.9,1,1,6.4,1,0
C114283,27,37,Auto+Habitation,1,Conseiller téléphonique,Mensuel,563.67,14.7,0,,,0,2,9.7,0,0
C114284,37,29,Santé,4,Agence,Annuel,341.91,-3.6,0,,,1,0,6.6,1,0
C114285,40,66,Multi-garanties,4,Agence,Annuel,354.16,-4.9,1,14.2,7.0,1,2,7.6,1,0
C114286,76,35,Auto,1,Courtier,Mensuel,549.02,11.5,2,29.9,5.7,0,2,6.2,1,0
C114287,42,99,Santé,1,Site web direct,Mensuel,522.33,9.6,1,28.9,9.2,0,0,6.1,0,0
C114288,27,33,Auto,2,Courtier,Annuel,617.39,5.8,1,3.0,9.2,1,0,10.0,0,0
C114289,44,45,Habitation,1,Comparateur en ligne,Annuel,1396.96,5.7,0,,,0,0,7.8,0,1
C114290,49,35,Auto,2,Agence,Annuel,520.29,-1.1,0,,,0,0,1.5,0,0
C114291,26,67,Auto,1,Comparateur en ligne,Annuel,602.78,12.3,0,,,0,0,7.6,0,0
C114292,51,111,Habitation,1,Conseiller téléphonique,Annuel,487.64,6.8,0,,,0,1,3.8,0,0
C114293,63,77,Santé,1,Comparateur en ligne,Mensuel,151.39,3.1,1,21.3,6.0,0,2,8.3,1,0
C114294,47,31,Habitation,4,Courtier,Annuel,421.95,11.4,0,,,0,0,5.1,0,0
C114295,33,15,Multi-garanties,1,Agence,Mensuel,409.96,17.2,1,26.6,7.1,0,0,6.5,0,0
C114296,37,23,Auto+Habitation,1,Site web direct,Annuel,774.65,9.5,0,,,1,1,6.8,0,0
C114297,20,93,Auto,1,Comparateur en ligne,Mensuel,278.73,9.8,0,,,0,0,5.4,0,1
C114298,43,46,Auto,1,Site web direct,Mensuel,289.41,-1.8,0,,,0,0,5.2,1,0
C114299,50,50,Multi-garanties,1,Agence,Mensuel,206.42,0.8,2,30.3,5.7,0,2,8.8,0,0
C114300,32,74,Santé,1,Conseiller téléphonique,Mensuel,930.82,10.0,1,15.2,5.7,1,0,4.0,0,0
C114301,74,42,Multi-garanties,1,Conseiller téléphonique,Mensuel,640.66,-2.1,2,10.0,7.5,0,0,10.0,1,0
C114302,57,80,Auto,3,Conseiller téléphonique,Trimestriel,389.25,-5.0,0,,,0,0,7.9,0,0
C114303,18,36,Multi-garanties,2,Courtier,Trimestriel,589.55,13.0,1,30.3,9.3,0,1,5.8,1,0
C114304,18,30,Santé,3,Comparateur en ligne,Mensuel,444.29,3.1,2,5.0,7.9,0,0,4.9,1,0
C114305,30,16,Habitation,4,Comparateur en ligne,Mensuel,662.67,6.9,0,,,0,0,5.9,0,1
C114306,69,5,Auto,1,Agence,Trimestriel,426.79,-5.0,1,25.3,7.1,0,2,5.7,1,0
C114307,58,47,Santé,1,Comparateur en ligne,Mensuel,215.37,7.8,0,,,0,0,6.3,0,0
C114308,69,70,Santé,3,Site web direct,Mensuel,487.02,-1.4,2,21.3,8.7,0,1,9.1,1,0
C114309,45,70,Auto,1,Conseiller téléphonique,Mensuel,434.92,7.3,0,,,1,1,10.0,0,0
C114310,42,96,Auto+Habitation,3,Courtier,Annuel,1127.66,2.2,1,15.1,6.9,1,1,7.3,1,0
C114311,26,39,Auto+Habitation,4,Site web direct,Annuel,945.26,3.7,0,,,0,1,5.5,1,0
C114312,50,95,Santé,1,Courtier,Mensuel,649.87,-2.8,0,,,0,0,3.0,1,0
C114313,42,43,Santé,3,Conseiller téléphonique,Mensuel,749.41,-5.0,1,23.7,0.0,0,1,10.0,0,0
C114314,41,16,Multi-garanties,1,Comparateur en ligne,Trimestriel,161.76,-3.0,0,,,0,1,1.9,0,1
C114315,69,58,Habitation,2,Comparateur en ligne,Trimestriel,356.77,-0.8,0,,,0,1,0.4,1,0
C114316,43,17,Santé,3,Conseiller téléphonique,Annuel,262.86,10.4,1,37.1,6.8,0,0,6.9,1,0
C114317,65,39,Habitation,3,Agence,Mensuel,301.08,0.4,0,,,3,0,1.8,1,0
C114318,21,84,Habitation,1,Conseiller téléphonique,Trimestriel,928.17,2.9,1,3.0,5.0,0,1,6.0,0,0
C114319,85,3,Multi-garanties,1,Comparateur en ligne,Mensuel,961.65,11.7,1,19.2,6.7,0,1,5.2,0,1
C114320,39,45,Auto,2,Agence,Mensuel,469.74,9.2,0,,,1,0,7.2,1,0
C114321,56,24,Santé,1,Agence,Mensuel,835.59,-3.3,0,,,0,0,4.0,1,0
C114322,58,85,Auto,2,Site web direct,Mensuel,1232.04,11.3,0,,,0,0,8.3,1,0
C114323,38,118,Santé,1,Agence,Mensuel,457.69,14.5,1,29.1,5.9,0,1,7.1,1,0
C114324,57,34,Auto+Habitation,3,Agence,Mensuel,388.44,6.9,1,41.4,6.7,0,1,10.0,1,0
C114325,58,64,Habitation,2,Comparateur en ligne,Mensuel,387.45,3.6,2,30.5,5.3,0,0,9.3,1,0
C114326,34,11,Habitation,2,Comparateur en ligne,Mensuel,623.86,-1.3,0,,,1,0,3.7,1,0
C114327,34,52,Habitation,3,Conseiller téléphonique,Annuel,438.66,15.9,0,,,0,0,4.7,0,0
C114328,46,18,Santé,1,Agence,Annuel,208.78,12.5,4,11.4,4.7,0,2,5.7,1,0
C114329,43,20,Santé,2,Site web direct,Annuel,535.34,-5.0,0,,,1,2,9.1,1,0
C114330,66,37,Auto,1,Site web direct,Mensuel,545.49,17.0,1,17.6,6.5,0,0,4.9,0,0
C114331,56,21,Santé,1,Courtier,Annuel,777.07,2.2,1,34.1,6.1,0,2,10.0,1,0
C114332,44,53,Auto+Habitation,2,Conseiller téléphonique,Annuel,331.87,10.8,2,29.5,2.9,0,0,6.7,1,0
C114333,54,42,Santé,3,Agence,Mensuel,363.04,-5.0,2,16.3,10.0,0,0,7.9,1,0
C114334,18,25,Santé,1,Site web direct,Annuel,256.98,-0.6,1,46.9,5.8,0,0,7.3,1,0
C114335,36,23,Habitation,1,Courtier,Mensuel,267.48,2.9,0,,,0,2,4.2,1,0
C114336,49,60,Santé,2,Conseiller téléphonique,Mensuel,400.73,2.4,1,12.6,5.4,1,0,4.3,0,0
C114337,62,70,Auto+Habitation,1,Agence,Mensuel,545.95,8.0,0,,,1,0,7.4,0,0
C114338,48,45,Auto,2,Agence,Mensuel,229.59,13.1,1,19.6,6.7,1,0,5.3,0,0
C114339,67,66,Habitation,2,Agence,Trimestriel,436.4,-1.3,1,21.0,2.0,0,1,8.4,1,0
C114340,58,17,Habitation,1,Courtier,Trimestriel,291.06,15.0,1,14.2,3.8,0,0,4.0,1,0
C114341,38,19,Santé,4,Comparateur en ligne,Mensuel,570.27,4.5,1,47.8,5.9,1,1,5.5,0,0
C114342,43,26,Santé,2,Agence,Mensuel,265.3,0.4,1,28.0,4.0,0,0,5.2,0,0
C114343,51,15,Auto,2,Agence,Annuel,463.94,-1.4,0,,,0,0,5.9,1,0
C114344,38,3,Auto,1,Agence,Mensuel,519.96,-5.0,1,25.1,6.3,1,1,3.1,1,0
C114345,68,34,Auto,2,Agence,Trimestriel,357.61,23.8,0,,,1,2,9.3,1,0
C114346,28,22,Santé,1,Agence,Mensuel,582.43,12.8,0,,,0,0,7.9,0,0
C114347,50,30,Santé,2,Conseiller téléphonique,Trimestriel,413.52,-3.1,1,9.9,5.4,0,0,9.1,0,0
C114348,56,20,Auto,1,Site web direct,Mensuel,226.67,1.6,0,,,1,1,6.6,1,0
C114349,40,29,Santé,4,Agence,Mensuel,324.95,2.8,0,,,1,2,5.5,1,0
